EmpID,Age,AgeGroup,Attrition,BusinessTravel,Department,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyIncome2,SalarySlab,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM012,29,26-35,No,Travel_Rarely,Research & Development,2,Life Sciences,4,Female,2,Laboratory Technician,3,Single," 4,193","? 4,193",Upto 5k,0,Yes,12,3,10,3,3,9,5,0,8
RM016,29,26-35,No,Travel_Rarely,Research & Development,4,Life Sciences,2,Female,4,Manufacturing Director,1,Divorced," 9,980","? 9,980",5k-10k,1,No,11,3,10,1,3,10,9,8,8
RM072,29,26-35,No,Travel_Rarely,Research & Development,3,Life Sciences,3,Male,3,Research Scientist,2,Married," 2,703","? 2,703",Upto 5k,0,No,23,4,6,3,3,5,4,0,
RM1006,29,26-35,No,Travel_Rarely,Human Resources,3,Other,2,Male,2,Human Resources,1,Single," 7,988","? 7,988",5k-10k,1,No,13,3,10,3,2,10,9,0,9
RM1064,29,26-35,No,Travel_Rarely,Sales,3,Life Sciences,3,Male,2,Sales Executive,3,Divorced," 8,620","? 8,620",5k-10k,1,No,14,3,10,3,3,10,7,0,4
RM1073,29,26-35,No,Travel_Frequently,Research & Development,1,Life Sciences,4,Female,3,Laboratory Technician,2,Married," 3,180","? 3,180",Upto 5k,0,No,13,3,4,3,3,3,2,0,2
RM1091,29,26-35,No,Travel_Rarely,Research & Development,1,Other,3,Female,1,Healthcare Representative,1,Married," 9,715","? 9,715",5k-10k,3,No,13,3,9,3,3,7,7,0,7
RM1105,29,26-35,No,Travel_Rarely,Research & Development,3,Life Sciences,3,Male,4,Research Scientist,3,Married," 2,451","? 2,451",Upto 5k,6,No,18,3,5,2,2,1,0,0,0
RM1123,29,26-35,No,Travel_Rarely,Research & Development,1,Medical,2,Male,3,Laboratory Technician,1,Single," 4,723","? 4,723",Upto 5k,1,Yes,18,3,10,3,3,10,9,1,5
RM1126,29,26-35,No,Travel_Frequently,Research & Development,1,Life Sciences,1,Male,3,Healthcare Representative,4,Divorced," 8,853","? 8,853",5k-10k,1,No,19,3,6,0,4,6,4,1,3
RM1173,29,26-35,No,Travel_Rarely,Sales,3,Medical,3,Male,2,Sales Executive,3,Single," 5,869","? 5,869",5k-10k,9,No,11,3,8,2,3,5,2,1,4
RM1189,29,26-35,No,Travel_Rarely,Sales,3,Medical,1,Male,2,Sales Executive,2,Divorced," 4,187","? 4,187",Upto 5k,1,Yes,13,3,10,3,2,10,0,0,9
RM1220,29,26-35,No,Travel_Rarely,Research & Development,4,Medical,4,Female,3,Laboratory Technician,3,Married," 2,974","? 2,974",Upto 5k,9,No,17,3,9,2,3,5,3,1,2
RM1251,29,26-35,No,Travel_Frequently,Research & Development,3,Life Sciences,4,Male,4,Healthcare Representative,3,Single," 6,294","? 6,294",5k-10k,8,Yes,12,3,10,5,4,3,2,0,2
RM1259,29,26-35,No,Travel_Rarely,Research & Development,3,Technical Degree,4,Female,2,Research Scientist,1,Divorced," 2,109","? 2,109",Upto 5k,1,No,13,3,1,2,3,1,0,0,0
RM1319,29,26-35,No,Travel_Frequently,Research & Development,1,Medical,4,Male,3,Laboratory Technician,4,Married," 3,812","? 3,812",Upto 5k,1,No,13,3,11,3,4,11,8,3,10
RM1325,29,26-35,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Male,1,Healthcare Representative,3,Divorced," 6,384","? 6,384",5k-10k,8,No,17,3,11,3,3,7,0,1,6
RM1330,29,26-35,No,TravelRarely,Human Resources,1,Medical,4,Male,2,Human Resources,2,Married," 2,804","? 2,804",Upto 5k,1,No,11,3,1,3,3,1,0,0,0
RM1344,29,26-35,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,3,Laboratory Technician,1,Single," 2,062","? 2,062",Upto 5k,3,No,14,3,11,2,3,3,2,1,2
RM1388,29,26-35,No,Travel_Rarely,Research & Development,3,Life Sciences,1,Male,3,Healthcare Representative,1,Married," 5,373","? 5,373",5k-10k,0,No,12,3,6,5,2,5,3,0,2
RM1460,29,26-35,No,Travel_Rarely,Research & Development,2,Other,4,Male,2,Laboratory Technician,2,Married," 4,025","? 4,025",Upto 5k,4,Yes,13,3,10,2,3,4,3,0,3
RM1461,29,26-35,No,Travel_Rarely,Research & Development,4,Medical,4,Female,2,Research Scientist,1,Single," 3,785","? 3,785",Upto 5k,1,No,14,3,5,3,1,5,4,0,4
RM156,29,26-35,No,Non-Travel,Research & Development,1,Technical Degree,4,Male,3,Manufacturing Director,3,Married," 4,319","? 4,319",Upto 5k,1,No,13,3,10,1,3,10,7,0,9
RM228,29,26-35,No,Travel_Frequently,Sales,1,Medical,2,Female,3,Sales Executive,4,Married," 7,918","? 7,918",5k-10k,1,No,14,3,11,5,3,11,10,4,1
RM253,29,26-35,No,Travel_Rarely,Research & Development,3,Life Sciences,3,Male,3,Research Scientist,4,Single," 2,340","? 2,340",Upto 5k,1,No,19,3,6,1,3,6,5,1,
RM255,29,26-35,No,Travel_Rarely,Sales,2,Marketing,4,Male,3,Sales Executive,4,Divorced," 6,931","? 6,931",5k-10k,2,No,14,3,10,2,3,3,2,0,
RM266,29,26-35,No,Travel_Rarely,Sales,3,Medical,1,Male,2,Sales Executive,2,Married," 6,644","? 6,644",5k-10k,2,No,19,3,10,2,3,0,0,0,0
RM283,29,26-35,No,Travel_Frequently,Sales,2,Life Sciences,2,Male,3,Sales Executive,4,Single," 4,554","? 4,554",Upto 5k,1,No,18,3,10,3,2,10,7,0,9
RM338,29,26-35,No,Travel_Rarely,Research & Development,5,Other,2,Male,2,Laboratory Technician,4,Single," 3,983","? 3,983",Upto 5k,0,No,17,3,4,2,3,3,2,2,2
RM344,29,26-35,No,Travel_Rarely,Sales,1,Marketing,4,Female,2,Sales Executive,2,Divorced," 8,268","? 8,268",5k-10k,1,Yes,14,3,7,2,3,7,7,1,7
RM350,29,26-35,No,Non-Travel,Sales,3,Life Sciences,4,Male,3,Sales Executive,3,Married," 4,649","? 4,649",Upto 5k,1,No,14,3,4,3,2,4,3,0,2
RM372,29,26-35,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,3,Research Scientist,4,Single," 2,201","? 2,201",Upto 5k,9,No,16,3,6,4,3,3,2,1,2
RM421,29,26-35,No,Travel_Rarely,Research & Development,4,Medical,2,Male,2,Research Director,3,Married," 11,935","? 11,935",10k-15k,1,No,18,3,10,2,3,10,2,0,7
RM455,29,26-35,No,Travel_Rarely,Research & Development,3,Technical Degree,4,Male,3,Manufacturing Director,4,Divorced," 4,262","? 4,262",Upto 5k,4,No,12,3,8,2,4,3,2,1,2
RM508,29,26-35,No,Travel_Rarely,Sales,2,Medical,2,Female,3,Sales Executive,3,Married," 5,561","? 5,561",5k-10k,1,No,14,3,6,5,2,6,0,1,2
RM520,29,26-35,No,Travel_Frequently,Research & Development,4,Life Sciences,2,Male,1,Research Scientist,4,Divorced," 2,720","? 2,720",Upto 5k,1,No,18,3,10,5,3,10,7,2,8
RM547,29,26-35,No,Travel_Rarely,Sales,3,Life Sciences,3,Male,3,Sales Representative,3,Single," 2,642","? 2,642",Upto 5k,1,No,11,3,1,6,3,1,0,0,0
RM556,29,26-35,No,Travel_Rarely,Sales,3,Marketing,4,Male,3,Sales Representative,2,Divorced," 2,297","? 2,297",Upto 5k,1,No,14,3,2,2,3,2,2,2,2
RM573,29,26-35,No,Travel_Rarely,Research & Development,3,Medical,2,Female,3,Healthcare Representative,3,Married," 4,335","? 4,335",Upto 5k,4,No,12,3,11,3,2,8,7,1,1
RM595,29,26-35,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Male,4,Research Scientist,3,Married," 2,700","? 2,700",Upto 5k,1,No,24,4,10,3,3,10,7,0,7
RM658,29,26-35,No,Travel_Rarely,Research & Development,1,Medical,1,Female,2,Laboratory Technician,4,Divorced," 2,532","? 2,532",Upto 5k,6,No,14,3,8,5,3,4,3,0,3
RM698,29,26-35,No,Travel_Frequently,Sales,3,Technical Degree,3,Female,3,Sales Representative,4,Married," 2,157","? 2,157",Upto 5k,1,No,15,3,3,5,3,3,1,0,2
RM809,29,26-35,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Female,3,Research Scientist,4,Divorced," 2,514","? 2,514",Upto 5k,4,No,22,4,11,1,3,7,5,1,7
RM824,29,26-35,No,Travel_Frequently,Research & Development,3,Life Sciences,4,Female,3,Research Scientist,2,Divorced," 3,291","? 3,291",Upto 5k,0,No,14,3,8,2,2,7,5,1,1
RM826,29,26-35,No,Travel_Rarely,Research & Development,1,Medical,2,Male,2,Manufacturing Director,4,Married," 5,056","? 5,056",5k-10k,1,Yes,15,3,10,2,2,10,7,1,2
RM853,29,26-35,No,Travel_Rarely,Research & Development,1,Medical,2,Female,3,Laboratory Technician,4,Married," 3,131","? 3,131",Upto 5k,1,No,13,3,10,5,3,10,8,0,8
RM860,29,26-35,No,Travel_Rarely,Research & Development,1,Life Sciences,2,Female,1,Research Scientist,4,Married," 2,168","? 2,168",Upto 5k,0,Yes,18,3,6,2,2,5,4,1,3
RM894,29,26-35,No,Travel_Rarely,Research & Development,3,Life Sciences,1,Female,3,Research Scientist,4,Divorced," 3,760","? 3,760",Upto 5k,1,No,15,3,3,5,3,3,2,1,2
RM904,29,26-35,No,Travel_Rarely,Research & Development,3,Life Sciences,3,Male,3,Healthcare Representative,4,Divorced," 6,623","? 6,623",5k-10k,1,Yes,11,3,6,2,3,6,0,1,0
RM906,29,26-35,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Female,2,Research Director,4,Divorced," 16,124","? 16,124",15k+,3,No,14,3,9,2,2,7,7,1,7
RM015,28,26-35,Yes,Travel_Rarely,Research & Development,3,Life Sciences,3,Male,2,Laboratory Technician,3,Single," 2,028","? 2,028",Upto 5k,5,Yes,14,3,6,4,3,4,2,0,3
RM052,28,26-35,Yes,Travel_Rarely,Research & Development,4,Technical Degree,3,Male,3,Laboratory Technician,3,Single," 3,441","? 3,441",Upto 5k,1,Yes,13,3,2,3,2,2,2,2,2
RM1057,28,26-35,Yes,Travel_Frequently,Sales,3,Technical Degree,1,Male,3,Sales Representative,3,Married," 2,909","? 2,909",Upto 5k,3,No,15,3,5,3,4,3,2,1,2
RM1069,28,26-35,Yes,Travel_Frequently,Research & Development,2,Medical,3,Male,2,Laboratory Technician,1,Single," 2,561","? 2,561",Upto 5k,7,No,11,3,8,2,2,0,0,0,0
RM1137,28,26-35,Yes,Travel_Rarely,Research & Development,3,Medical,3,Male,3,Laboratory Technician,2,Married," 2,408","? 2,408",Upto 5k,1,Yes,17,3,1,3,3,1,1,0,0
RM1370,28,26-35,Yes,Travel_Rarely,Sales,2,Marketing,4,Female,3,Sales Executive,3,Single," 9,854","? 9,854",5k-10k,3,Yes,11,3,6,0,3,2,0,2,2
RM1391,28,26-35,Yes,Travel_Rarely,Research & Development,3,Technical Degree,3,Male,2,Laboratory Technician,4,Divorced," 2,367","? 2,367",Upto 5k,5,No,12,3,6,2,2,4,1,0,3
RM265,28,26-35,Yes,Travel_Rarely,Research & Development,4,Life Sciences,1,Male,3,Laboratory Technician,3,Single," 3,485","? 3,485",Upto 5k,2,No,11,3,5,5,1,0,0,0,0
RM324,28,26-35,Yes,Travel_Rarely,Research & Development,4,Medical,1,Male,1,Research Scientist,4,Married," 3,464","? 3,464",Upto 5k,5,Yes,13,3,5,4,2,3,2,2,2
RM541,28,26-35,Yes,Travel_Rarely,Research & Development,2,Life Sciences,1,Female,1,Research Scientist,2,Single," 2,216","? 2,216",Upto 5k,7,Yes,13,3,10,4,3,7,7,3,7
RM599,28,26-35,Yes,Travel_Rarely,Research & Development,4,Medical,3,Male,3,Research Scientist,3,Single," 4,382","? 4,382",Upto 5k,6,No,17,3,5,3,2,2,2,2,1
RM781,28,26-35,Yes,Non-Travel,Research & Development,2,Technical Degree,2,Male,2,Healthcare Representative,1,Single," 8,722","? 8,722",5k-10k,1,No,12,3,10,2,2,10,7,1,9
RM801,28,26-35,Yes,Travel_Frequently,Research & Development,3,Medical,1,Male,2,Laboratory Technician,2,Divorced," 2,596","? 2,596",Upto 5k,1,No,15,3,1,2,3,1,0,0,0
RM843,28,26-35,Yes,Travel_Rarely,Research & Development,1,Life Sciences,3,Female,3,Laboratory Technician,4,Married," 2,515","? 2,515",Upto 5k,1,Yes,11,3,1,4,2,1,1,0,0
RM098,28,26-35,No,Non-Travel,Sales,3,Medical,2,Male,3,Sales Executive,3,Married," 4,221","? 4,221",Upto 5k,1,No,15,3,5,3,4,5,4,0,4
RM1042,28,26-35,No,Travel_Rarely,Sales,3,Medical,4,Male,3,Sales Executive,1,Single," 8,463","? 8,463",5k-10k,0,No,18,3,6,4,3,5,4,1,3
RM1070,28,26-35,No,Travel_Rarely,Research & Development,3,Life Sciences,1,Male,2,Research Scientist,3,Divorced," 1,563","? 1,563",Upto 5k,1,No,14,3,1,2,1,1,0,0,0
RM1071,28,26-35,No,Travel_Frequently,Sales,3,Life Sciences,3,Male,3,Sales Executive,1,Single," 4,898","? 4,898",Upto 5k,0,No,14,3,5,5,3,4,2,1,3
RM1074,28,26-35,No,Travel_Rarely,Research & Development,1,Life Sciences,3,Male,1,Manufacturing Director,2,Married," 6,549","? 6,549",5k-10k,1,No,14,3,8,2,2,8,6,1,7
RM1152,28,26-35,No,Travel_Rarely,Research & Development,3,Medical,2,Female,1,Manufacturing Director,1,Divorced," 4,877","? 4,877",Upto 5k,0,No,21,4,6,5,2,5,3,0,0
RM1284,28,26-35,No,Travel_Rarely,Research & Development,3,Life Sciences,3,Male,3,Research Scientist,4,Married," 2,044","? 2,044",Upto 5k,1,No,11,3,5,6,4,5,3,0,3
RM1308,28,26-35,No,Travel_Rarely,Research & Development,3,Medical,3,Female,3,Research Scientist,1,Married," 3,591","? 3,591",Upto 5k,1,No,25,4,3,3,3,3,2,1,2
RM1324,28,26-35,No,Non-Travel,Human Resources,2,Life Sciences,3,Male,3,Human Resources,4,Divorced," 2,706","? 2,706",Upto 5k,1,No,15,3,3,2,3,3,2,2,2
RM1338,28,26-35,No,Travel_Rarely,Sales,3,Medical,2,Female,3,Sales Representative,2,Married," 2,856","? 2,856",Upto 5k,1,No,19,3,1,3,3,1,0,0,0
RM1365,28,26-35,No,Travel_Frequently,Sales,2,Life Sciences,3,Male,2,Sales Executive,4,Married," 6,834","? 6,834",5k-10k,1,Yes,12,3,7,2,3,7,7,0,7
RM1382,28,26-35,No,Non-Travel,Research & Development,3,Medical,3,Male,3,Research Scientist,3,Single," 2,144","? 2,144",Upto 5k,1,No,14,3,5,3,2,5,3,1,4
RM163,28,26-35,No,Travel_Rarely,Research & Development,3,Medical,3,Male,3,Research Scientist,4,Married," 2,713","? 2,713",Upto 5k,1,No,11,3,5,2,1,5,2,0,2
RM273,28,26-35,No,Travel_Rarely,Research & Development,3,Medical,4,Male,3,Research Scientist,4,Married," 2,070","? 2,070",Upto 5k,1,No,23,4,5,3,2,5,2,0,4
RM290,28,26-35,No,Travel_Rarely,Research & Development,2,Life Sciences,4,Female,3,Research Scientist,4,Single," 3,310","? 3,310",Upto 5k,1,No,21,4,5,3,3,5,3,0,2
RM303,28,26-35,No,Travel_Rarely,Research & Development,2,Medical,2,Male,4,Healthcare Representative,1,Single," 5,661","? 5,661",5k-10k,0,No,19,3,9,2,3,8,3,0,7
RM375,28,26-35,No,Travel_Rarely,Sales,4,Life Sciences,2,Male,3,Sales Executive,4,Single," 5,253","? 5,253",5k-10k,1,No,16,3,7,1,3,7,5,0,7
RM405,28,26-35,No,Travel_Rarely,Research & Development,2,Medical,3,Male,3,Laboratory Technician,1,Divorced," 4,558","? 4,558",Upto 5k,1,No,12,3,10,2,3,10,0,1,
RM613,28,26-35,No,Travel_Rarely,Sales,4,Marketing,2,Female,3,Sales Executive,2,Married," 4,779","? 4,779",Upto 5k,1,Yes,20,4,8,2,3,8,7,7,5
RM630,28,26-35,No,Travel_Rarely,Human Resources,2,Medical,2,Male,2,Human Resources,4,Divorced," 4,936","? 4,936",Upto 5k,1,No,13,3,6,6,3,5,1,0,4
RM660,28,26-35,No,Travel_Rarely,Sales,4,Medical,1,Male,3,Sales Executive,4,Single," 4,908","? 4,908",Upto 5k,1,No,14,3,4,3,3,4,2,0,2
RM669,28,26-35,No,Travel_Rarely,Research & Development,3,Medical,3,Female,3,Research Scientist,3,Divorced," 2,377","? 2,377",Upto 5k,5,No,18,3,6,2,3,2,2,2,2
RM765,28,26-35,No,Travel_Rarely,Sales,1,Medical,4,Male,3,Sales Representative,2,Married," 1,052","? 1,052",Upto 5k,1,No,22,4,1,5,3,1,0,0,0
RM789,28,26-35,No,Travel_Rarely,Research & Development,3,Other,3,Female,3,Research Scientist,3,Single," 3,660","? 3,660",Upto 5k,3,No,13,3,10,4,4,8,7,1,7
RM794,28,26-35,No,Travel_Rarely,Research & Development,2,Life Sciences,1,Male,3,Laboratory Technician,3,Divorced," 2,207","? 2,207",Upto 5k,1,No,16,3,4,5,2,4,2,2,2
RM810,28,26-35,No,Travel_Rarely,Research & Development,3,Medical,4,Female,3,Manufacturing Director,2,Divorced," 7,655","? 7,655",5k-10k,0,No,17,3,10,3,2,9,7,1,7
RM820,28,26-35,No,Travel_Rarely,Research & Development,1,Life Sciences,1,Male,2,Research Scientist,2,Married," 3,201","? 3,201",Upto 5k,0,No,17,3,6,2,1,5,3,0,4
RM828,28,26-35,No,Travel_Frequently,Research & Development,3,Life Sciences,3,Male,2,Research Scientist,3,Divorced," 2,703","? 2,703",Upto 5k,1,Yes,14,3,3,2,3,3,1,0,2
RM869,28,26-35,No,Travel_Rarely,Research & Development,4,Medical,4,Male,2,Laboratory Technician,1,Married," 3,196","? 3,196",Upto 5k,1,No,12,3,6,2,3,6,5,3,3
RM922,28,26-35,No,Travel_Frequently,Research & Development,4,Medical,4,Male,3,Laboratory Technician,3,Single," 2,154","? 2,154",Upto 5k,0,Yes,11,3,5,2,2,4,2,0,2
RM930,28,26-35,No,Travel_Frequently,Research & Development,3,Life Sciences,4,Male,2,Laboratory Technician,4,Married," 3,867","? 3,867",Upto 5k,1,Yes,12,3,2,2,3,2,2,2,2
RM934,28,26-35,No,Travel_Rarely,Research & Development,3,Technical Degree,4,Male,3,Research Scientist,1,Single," 2,080","? 2,080",Upto 5k,2,No,11,3,5,2,2,3,2,1,2
RM945,28,26-35,No,Non-Travel,Research & Development,3,Life Sciences,3,Female,1,Laboratory Technician,4,Married," 6,674","? 6,674",5k-10k,0,No,11,3,10,6,3,9,8,7,5
RM985,28,26-35,No,Travel_Rarely,Sales,3,Life Sciences,3,Male,2,Sales Executive,1,Married," 4,724","? 4,724",Upto 5k,1,No,11,3,5,0,3,5,3,0,4
RM1380,27,26-35,Yes,Travel_Frequently,Human Resources,3,Human Resources,1,Female,2,Human Resources,2,Married," 2,863","? 2,863",Upto 5k,1,No,12,3,1,2,3,1,0,0,0
RM496,27,26-35,Yes,Travel_Rarely,Sales,1,Marketing,3,Male,3,Sales Representative,1,Divorced," 3,041","? 3,041",Upto 5k,0,No,11,3,5,3,3,4,3,0,2
RM998,27,26-35,Yes,Travel_Rarely,Research & Development,4,Life Sciences,4,Female,3,Research Scientist,3,Single," 2,394","? 2,394",Upto 5k,1,Yes,13,3,8,2,3,8,2,7,7
RM005,27,26-35,No,Travel_Rarely,Research & Development,1,Medical,1,Male,3,Laboratory Technician,2,Married," 3,468","? 3,468",Upto 5k,9,No,12,3,6,3,3,2,2,2,2
RM042,27,26-35,No,Travel_Rarely,Research & Development,4,Life Sciences,4,Female,3,Laboratory Technician,1,Divorced," 2,341","? 2,341",Upto 5k,1,No,13,3,1,6,3,1,0,0,0
RM044,27,26-35,No,Travel_Frequently,Sales,3,Life Sciences,4,Male,3,Sales Executive,3,Single," 8,726","? 8,726",5k-10k,1,No,15,3,9,0,3,9,8,1,7
RM1018,27,26-35,No,Travel_Rarely,Research & Development,1,Life Sciences,2,Male,3,Laboratory Technician,1,Married," 2,099","? 2,099",Upto 5k,0,No,14,3,6,3,4,5,0,1,4
RM1150,27,26-35,No,Travel_Rarely,Research & Development,3,Other,4,Male,2,Laboratory Technician,1,Divorced," 4,066","? 4,066",Upto 5k,1,No,11,3,7,3,3,7,7,0,7
RM1170,27,26-35,No,Travel_Rarely,Research & Development,3,Medical,2,Female,4,Research Scientist,3,Married," 3,517","? 3,517",Upto 5k,7,No,17,3,5,0,3,3,2,0,2
RM1171,27,26-35,No,Travel_Frequently,Research & Development,3,Medical,4,Male,3,Research Scientist,4,Single," 2,580","? 2,580",Upto 5k,2,No,13,3,6,0,2,4,2,1,2
RM1249,27,26-35,No,Travel_Rarely,Research & Development,3,Medical,3,Female,3,Research Scientist,4,Single," 3,445","? 3,445",Upto 5k,1,No,11,3,6,5,2,6,2,1,4
RM1318,27,26-35,No,Travel_Frequently,Research & Development,2,Life Sciences,4,Female,3,Laboratory Technician,4,Single," 2,379","? 2,379",Upto 5k,0,Yes,14,3,6,3,2,5,4,0,2
RM1329,27,26-35,No,Travel_Rarely,Sales,1,Medical,2,Female,2,Sales Representative,3,Married," 3,540","? 3,540",Upto 5k,1,No,21,4,9,5,3,9,8,5,8
RM1335,27,26-35,No,Travel_Frequently,Research & Development,3,Life Sciences,4,Female,2,Research Scientist,1,Married," 4,774","? 4,774",Upto 5k,0,No,19,3,8,2,2,7,6,7,3
RM1351,27,26-35,No,Travel_Rarely,Sales,2,Medical,1,Female,4,Sales Executive,3,Single," 6,500","? 6,500",5k-10k,0,No,14,3,9,5,2,8,7,0,7
RM1368,27,26-35,No,TravelRarely,Research & Development,4,Technical Degree,2,Male,3,Research Scientist,2,Married," 2,226","? 2,226",Upto 5k,1,No,11,3,6,3,2,5,3,1,2
RM1394,27,26-35,No,Travel_Rarely,Sales,3,Marketing,4,Male,3,Sales Executive,4,Single," 4,105","? 4,105",Upto 5k,1,No,14,3,7,5,3,7,7,0,7
RM1468,27,26-35,No,Travel_Rarely,Research & Development,3,Life Sciences,2,Male,4,Manufacturing Director,2,Married," 6,142","? 6,142",5k-10k,1,Yes,20,4,6,0,3,6,2,0,3
RM162,27,26-35,No,Non-Travel,Research & Development,3,Medical,4,Male,3,Research Scientist,2,Divorced," 2,024","? 2,024",Upto 5k,6,No,18,3,6,1,1,2,2,2,2
RM165,27,26-35,No,Non-Travel,Research & Development,3,Medical,3,Male,2,Research Scientist,3,Divorced," 2,566","? 2,566",Upto 5k,1,Yes,15,3,1,2,2,1,1,0,1
RM171,27,26-35,No,Travel_Rarely,Research & Development,3,Technical Degree,3,Male,3,Research Scientist,2,Married," 3,058","? 3,058",Upto 5k,0,Yes,16,3,6,3,2,5,2,1,1
RM192,27,26-35,No,Travel_Rarely,Research & Development,3,Medical,4,Female,3,Research Scientist,2,Single," 2,279","? 2,279",Upto 5k,1,No,16,3,7,2,2,7,7,0,3
RM201,27,26-35,No,Travel_Frequently,Research & Development,1,Technical Degree,3,Male,2,Manufacturing Director,1,Married," 4,298","? 4,298",Upto 5k,5,No,19,3,6,1,3,2,2,2,0
RM213,27,26-35,No,Travel_Frequently,Sales,3,Life Sciences,4,Female,3,Sales Executive,3,Single," 9,981","? 9,981",5k-10k,1,No,14,3,7,2,3,7,7,0,7
RM319,27,26-35,No,Travel_Rarely,Research & Development,3,Life Sciences,3,Female,3,Research Scientist,2,Single," 2,478","? 2,478",Upto 5k,1,Yes,12,3,4,2,2,4,3,1,2
RM321,27,26-35,No,Travel_Rarely,Sales,3,Life Sciences,4,Male,3,Sales Executive,3,Single," 4,478","? 4,478",Upto 5k,1,Yes,11,3,5,3,3,5,4,0,4
RM332,27,26-35,No,Non-Travel,Sales,1,Marketing,3,Male,3,Sales Executive,2,Married," 6,349","? 6,349",5k-10k,0,Yes,13,3,6,0,3,5,4,1,4
RM340,27,26-35,No,Travel_Rarely,Sales,4,Marketing,2,Female,3,Sales Executive,2,Married," 6,214","? 6,214",5k-10k,1,No,18,3,8,3,3,8,7,0,7
RM374,27,26-35,No,Travel_Rarely,Research & Development,2,Medical,4,Male,3,Laboratory Technician,2,Divorced," 3,816","? 3,816",Upto 5k,1,No,11,3,5,2,3,5,2,0,4
RM486,27,26-35,No,Travel_Rarely,Research & Development,4,Medical,1,Female,2,Research Scientist,3,Divorced," 2,187","? 2,187",Upto 5k,0,No,12,3,6,5,2,5,3,0,3
RM513,27,26-35,No,Travel_Rarely,Research & Development,4,Medical,1,Male,2,Research Scientist,4,Single," 2,045","? 2,045",Upto 5k,0,No,13,3,5,0,3,4,2,1,1
RM522,27,26-35,No,Travel_Frequently,Sales,1,Medical,4,Female,4,Sales Executive,4,Divorced," 4,647","? 4,647",Upto 5k,1,Yes,20,4,6,3,3,6,5,0,4
RM531,27,26-35,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Female,3,Manufacturing Director,1,Married," 7,412","? 7,412",5k-10k,1,No,11,3,9,3,3,9,7,0,7
RM538,27,26-35,No,Travel_Frequently,Research & Development,2,Life Sciences,4,Male,3,Manufacturing Director,1,Divorced," 8,793","? 8,793",5k-10k,1,No,21,4,9,4,2,9,7,1,7
RM555,27,26-35,No,Travel_Rarely,Research & Development,3,Medical,4,Female,2,Healthcare Representative,1,Single," 6,811","? 6,811",5k-10k,8,No,19,3,9,2,1,7,6,0,7
RM577,27,26-35,No,Travel_Frequently,Sales,1,Marketing,3,Male,3,Sales Executive,4,Married," 4,342","? 4,342",Upto 5k,0,No,19,3,5,3,3,4,2,1,1
RM611,27,26-35,No,Travel_Rarely,Research & Development,1,Technical Degree,3,Male,2,Research Director,4,Divorced," 12,808","? 12,808",10k-15k,1,Yes,16,3,9,3,3,9,8,0,8
RM616,27,26-35,No,Non-Travel,Research & Development,3,Medical,4,Male,3,Research Scientist,4,Married," 1,706","? 1,706",Upto 5k,1,No,11,3,0,6,2,0,0,0,0
RM671,27,26-35,No,Travel_Rarely,Research & Development,3,Life Sciences,2,Female,3,Research Scientist,3,Single," 2,318","? 2,318",Upto 5k,1,No,19,3,1,2,3,1,1,0,0
RM718,27,26-35,No,Travel_Rarely,Research & Development,4,Technical Degree,3,Female,3,Laboratory Technician,2,Married," 2,811","? 2,811",Upto 5k,9,No,14,3,4,2,3,2,2,2,2
RM740,27,26-35,No,Travel_Rarely,Research & Development,4,Life Sciences,1,Female,3,Manufacturing Director,4,Married," 4,227","? 4,227",Upto 5k,0,No,18,3,4,2,3,3,2,2,2
RM787,27,26-35,No,Non-Travel,Research & Development,5,Life Sciences,1,Male,1,Laboratory Technician,3,Married," 4,621","? 4,621",Upto 5k,1,No,19,3,3,4,3,3,2,1,2
RM834,27,26-35,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,2,Research Scientist,3,Married," 2,539","? 2,539",Upto 5k,1,No,13,3,4,0,3,4,2,2,2
RM890,27,26-35,No,Travel_Rarely,Research & Development,3,Life Sciences,1,Male,3,Research Scientist,1,Married," 2,235","? 2,235",Upto 5k,1,Yes,14,3,9,3,2,9,7,6,8
RM903,27,26-35,No,Travel_Rarely,Research & Development,2,Life Sciences,1,Male,3,Research Scientist,3,Divorced," 2,517","? 2,517",Upto 5k,1,No,11,3,5,2,3,5,3,0,3
RM971,27,26-35,No,Travel_Rarely,Sales,3,Medical,3,Female,4,Sales Representative,4,Married," 2,534","? 2,534",Upto 5k,8,No,14,3,5,4,3,1,0,0,0
RM975,27,26-35,No,Travel_Frequently,Sales,1,Life Sciences,4,Male,1,Sales Executive,4,Single," 5,071","? 5,071",5k-10k,3,No,20,4,8,3,3,6,2,0,0
